Date,Open,High,Low,Close,Volume,closeTime,QuoteVolume,Trades,TakerBuyBase,TakerBuyQuote,openTimeStamp,closeTimeStamp
2025-10-28 14:09:00+00:00,115423.05,115452.76,115405.76,115435.63,8.97117,2025-10-28 14:09:59.999000+00:00,1035547.366011,3564,5.75143,663865.7724226,1761660540000,1761660599999
2025-10-28 14:10:00+00:00,115435.63,115463.02,115403.1,115408.28,15.85172,2025-10-28 14:10:59.999000+00:00,1829855.9141841,4367,6.48099,748086.1081831,1761660600000,1761660659999
2025-10-28 14:11:00+00:00,115408.28,115484.67,115380.83,115479.04,8.38589,2025-10-28 14:11:59.999000+00:00,968237.7448519,4358,3.79543,438205.2942569,1761660660000,1761660719999
2025-10-28 14:12:00+00:00,115479.04,115585.1,115479.03,115585.09,19.8965,2025-10-28 14:12:59.999000+00:00,2298664.8592271,3467,15.26687,1763656.4833068,1761660720000,1761660779999
2025-10-28 14:13:00+00:00,115585.09,115822.71,115585.09,115785.46,103.37854,2025-10-28 14:13:59.999000+00:00,11965038.0804832,7885,81.54962,9438035.8546174,1761660780000,1761660839999
2025-10-28 14:14:00+00:00,115785.45,115811.69,115739.8,115783.5,21.90238,2025-10-28 14:14:59.999000+00:00,2535740.683103,4857,6.40594,741684.2331484,1761660840000,1761660899999
2025-10-28 14:15:00+00:00,115783.5,115810.0,115718.86,115745.13,20.14914,2025-10-28 14:15:59.999000+00:00,2332750.8477973,4762,5.63839,652767.4067216,1761660900000,1761660959999
2025-10-28 14:16:00+00:00,115745.14,115791.36,115736.43,115761.84,9.76698,2025-10-28 14:16:59.999000+00:00,1130611.8967863,3170,4.55955,527774.342129,1761660960000,1761661019999
2025-10-28 14:17:00+00:00,115761.85,115888.0,115748.75,115887.99,35.9789,2025-10-28 14:17:59.999000+00:00,4167556.3282047,7619,22.97558,2661577.6170911,1761661020000,1761661079999
2025-10-28 14:18:00+00:00,115888.0,115964.57,115862.23,115964.57,28.82651,2025-10-28 14:18:59.999000+00:00,3341531.1105236,6762,21.74041,2520088.6478471,1761661080000,1761661139999
2025-10-28 14:19:00+00:00,115964.56,116000.0,115949.9,115999.99,28.66106,2025-10-28 14:19:59.999000+00:00,3324235.9465612,5140,18.70358,2169352.2580762,1761661140000,1761661199999
2025-10-28 14:20:00+00:00,115999.99,116086.0,115999.99,116077.93,59.36553,2025-10-28 14:20:59.999000+00:00,6888225.0910966,8879,41.88589,4859517.5664048,1761661200000,1761661259999
2025-10-28 14:21:00+00:00,116077.94,116084.29,115952.79,116009.13,46.61051,2025-10-28 14:21:59.999000+00:00,5407622.6152239,3228,11.87414,1377387.8036395,1761661260000,1761661319999
2025-10-28 14:22:00+00:00,116009.14,116009.14,115818.5,115834.28,30.15128,2025-10-28 14:22:59.999000+00:00,3494885.3056331,6703,7.4989,869095.326315,1761661320000,1761661379999
